PO_ID,Supplier_ID,Supplier_Name,Region,Country,Product_Category,Product_SKU,Unit_Cost_USD,Lead_Time_Days,OTD_Rate_Pct,Defect_Rate_Pct,Compliance_Score,Contract_Tier,Payment_Terms_Days,MOQ_Units,Annual_Volume_Units,Risk_Level,Certifications,Last_Audit_Date,Sustainability_Score,Active_Disruptions,Alt_Supplier_ID,PO_Quarter,Units_Ordered,Units_Delivered_On_Time,Units_Rejected,PO_Value_USD
PO-11085,SUP-041,Archipelago PCB Corp,APAC,Philippines,Electronic Components,SKU-EC-1155,8.11,41,61.6,2.63,60,Tier-3,30,17804,511679,Low,ISO9001,2024-06-05,55,None,SUP-058,Q4-2024,58101,35790,1528,471199.11
PO-11086,SUP-042,Visayas Textile Co,APAC,Philippines,Industrial Textiles,SKU-IT-1149,4.63,51,84.0,3.33,74,Tier-3,30,14424,561282,Medium,OEKO-TEX;ISO9001,2023-03-28,40,None,SUP-096,Q2-2023,51234,43036,1706,237213.42
PO-11087,SUP-043,Tasman Circuit Boards,APAC,Australia,Electronic Components,SKU-EC-1156,9.61,25,96.1,1.42,81,Tier-1,60,4205,380874,Low,ISO9001;AEC-Q100;RoHS,2024-04-26,81,None,SUP-035,Q2-2024,9253,8892,131,88921.33
PO-11088,SUP-044,Broken Hill Alloys,APAC,Australia,Specialty Alloys,SKU-SA-1177,13.8,16,93.9,0.76,98,Tier-1,60,4244,216724,Low,ISO9001;NADCAP,2023-10-02,92,None,SUP-113,Q2-2023,8366,7855,63,115450.8
PO-11089,SUP-045,Sibertek Molding,APAC,Russia,Mechanical Components,SKU-MC-1182,3.57,38,85.2,4.09,69,Tier-3,30,12845,633509,Medium,ISO9001,2024-02-26,62,None,SUP-035,Q2-2024,46771,39848,1912,166972.47
PO-11090,SUP-046,Krauss-Polymex GmbH,EMEA,Germany,Raw Materials,SKU-RM-1194,13.81,16,91.2,1.12,86,Tier-1,60,2816,139596,Medium,REACH;ISO9001;ISO14001,2024-04-18,94,Seasonal flood risk,SUP-001,Q2-2024,6165,5622,69,85138.65
PO-11091,SUP-047,Rheinwerk Precision AG,EMEA,Germany,Mechanical Components,SKU-MC-1183,6.28,29,94.7,0.39,89,Tier-1,60,1899,379464,Low,ISO9001;IATF16949,2024-04-15,90,None,SUP-109,Q1-2024,6553,6205,25,41152.84
PO-11092,SUP-048,Berliner Pack GmbH,EMEA,Germany,Packaging Materials,SKU-PM-1233,0.74,32,94.2,0.35,99,Tier-1,60,4911,246087,Low,FSC;ISO14001;ISO9001,2024-08-20,72,None,SUP-112,Q4-2024,13932,13123,48,10309.68
PO-11093,SUP-049,Munich Alloy Technik,EMEA,Germany,Specialty Alloys,SKU-SA-1178,22.88,35,97.4,0.97,93,Tier-1,60,5545,296670,Low,ISO9001;NADCAP;AS9100,2023-07-05,76,None,SUP-090,Q2-2023,10123,9859,98,231614.24
PO-11094,SUP-050,Dresdner Textilwerk,EMEA,Germany,Industrial Textiles,SKU-IT-1150,3.37,20,80.1,2.53,68,Tier-2,45,5521,1250268,High,OEKO-TEX;ISO9001,2023-02-10,50,Export license risk,SUP-030,Q3-2024,12234,9799,309,41228.58
PO-11095,SUP-051,Toreval Electronics,EMEA,France,Electronic Components,SKU-EC-1157,4.56,25,98.3,1.06,80,Tier-1,60,2728,265340,Low,ISO9001;AEC-Q100;RoHS,2024-07-19,73,None,SUP-009,Q1-2024,10328,10152,109,47095.68
PO-11096,SUP-052,Lyon Polymer SAS,EMEA,France,Raw Materials,SKU-RM-1195,17.18,22,92.1,0.5,80,Tier-1,60,1807,462424,Low,ISO9001;ISO14001;REACH,2023-04-04,87,None,SUP-015,Q1-2023,3120,2873,15,53601.6
PO-11097,SUP-053,Bordeaux Pack SAS,EMEA,France,Packaging Materials,SKU-PM-1234,1.45,19,87.7,2.12,75,Tier-2,45,15316,563414,Low,FSC;ISO14001;ISO9001,2023-01-04,79,None,SUP-082,Q1-2024,22353,19603,473,32411.85
PO-11098,SUP-054,Lumivex Semiconductor NL,EMEA,Netherlands,Electronic Components,SKU-EC-1158,5.53,32,90.7,0.62,98,Tier-1,60,4054,151876,Low,ISO9001;AEC-Q100;RoHS,2023-06-03,97,None,SUP-030,Q4-2024,11304,10252,70,62511.12
PO-11099,SUP-055,Rotterdam Chem BV,EMEA,Netherlands,Raw Materials,SKU-RM-1196,16.78,42,96.5,0.75,99,Tier-1,60,2625,147546,Low,ISO9001;ISO14001;REACH,2024-05-26,94,None,SUP-099,Q2-2024,2794,2696,20,46883.32
PO-11100,SUP-056,Solveig Eco Packaging,EMEA,Sweden,Packaging Materials,SKU-PM-1235,3.02,17,93.8,0.76,94,Tier-1,60,1033,355072,Low,FSC;ISO14001;ISO9001,2023-08-12,89,None,SUP-041,Q3-2024,1881,1764,14,5680.62
PO-11101,SUP-057,Norrsken Textiles AB,EMEA,Sweden,Industrial Textiles,SKU-IT-1151,5.89,22,91.6,0.79,87,Tier-1,60,3508,354801,Low,OEKO-TEX;ISO9001;ISO14001,2024-04-08,92,None,SUP-014,Q4-2023,4567,4183,36,26899.63
PO-11102,SUP-058,Norbec Alloy Works,EMEA,Norway,Specialty Alloys,SKU-SA-1179,28.79,9,96.2,0.14,98,Tier-1,60,4421,268742,Low,ISO9001;ISO14001;AS9100,2023-08-23,81,None,SUP-114,Q1-2024,10126,9741,14,291527.54
PO-11103,SUP-059,Fjord Polymer AS,EMEA,Norway,Raw Materials,SKU-RM-1197,12.51,22,91.1,1.65,88,Tier-1,60,5196,378170,Low,ISO9001;ISO14001;REACH,2024-01-09,85,None,SUP-052,Q1-2023,11445,10426,188,143176.95
PO-11104,SUP-060,Nordloom Finland Oy,EMEA,Finland,Industrial Textiles,SKU-IT-1152,3.5,11,88.6,0.49,85,Tier-1,60,2451,81552,Medium,OEKO-TEX;ISO9001;ISO14001,2024-03-22,72,None,SUP-098,Q3-2023,9483,8401,46,33190.5
PO-11105,SUP-061,Helsinki Pack Oy,EMEA,Finland,Packaging Materials,SKU-PM-1236,3.05,28,82.7,2.96,74,Tier-2,45,4188,586152,Medium,FSC;ISO9001,2024-07-15,74,Seasonal flood risk,SUP-029,Q3-2023,8910,7368,263,27175.5
PO-11106,SUP-062,Borealis Composites,EMEA,Denmark,Raw Materials,SKU-RM-1198,7.65,20,93.4,0.82,85,Tier-1,60,5336,413570,Low,ISO9001;ISO14001;REACH,2023-05-08,77,None,SUP-051,Q3-2023,14084,13154,115,107742.6
PO-11107,SUP-063,Elsinor Pack AS,EMEA,Denmark,Packaging Materials,SKU-PM-1237,2.57,41,91.2,1.95,78,Tier-2,45,8121,615158,Low,FSC;ISO9001,2023-01-22,59,None,SUP-046,Q1-2024,24939,22744,486,64093.23
PO-11108,SUP-064,Ostwind Composites AG,EMEA,Austria,Raw Materials,SKU-RM-1199,8.61,38,93.8,1.62,92,Tier-1,60,1677,483829,Low,ISO9001;ISO14001;REACH,2023-09-09,74,None,SUP-022,Q1-2024,5465,5126,88,47053.65
PO-11109,SUP-065,Wiener Alloy GmbH,EMEA,Austria,Specialty Alloys,SKU-SA-1180,26.57,31,85.7,2.39,89,Tier-2,45,3385,240664,Low,ISO9001;NADCAP,2024-07-17,63,None,SUP-008,Q4-2024,9856,8446,235,261873.92
PO-11110,SUP-066,Valdoro Special Alloys,EMEA,Italy,Specialty Alloys,SKU-SA-1181,24.89,41,94.2,0.79,96,Tier-1,60,3299,452292,High,ISO9001;ISO14001;NADCAP,2024-02-22,84,Port closure risk,SUP-047,Q1-2024,11875,11186,93,295568.75
PO-11111,SUP-067,Braccio Metalli SpA,EMEA,Italy,Specialty Alloys,SKU-SA-1182,18.23,31,80.8,2.8,71,Tier-2,45,14042,1865688,Low,ISO9001;NADCAP,2024-01-18,50,None,SUP-116,Q3-2024,33671,27206,942,613822.33
PO-11112,SUP-068,Milano Textil Srl,EMEA,Italy,Industrial Textiles,SKU-IT-1153,5.56,36,78.4,1.76,91,Tier-2,45,6822,1043593,Low,OEKO-TEX;ISO9001,2023-09-08,49,None,SUP-086,Q1-2024,19809,15530,348,110138.04
PO-11113,SUP-069,Ibervex Quimica SL,EMEA,Spain,Raw Materials,SKU-RM-1200,16.64,26,80.4,2.92,81,Tier-2,45,17243,879232,Medium,ISO9001;REACH,2023-04-14,64,Tariff adjustment pending,SUP-076,Q4-2023,26780,21531,781,445619.2
PO-11114,SUP-070,Catalan Pack SA,EMEA,Spain,Packaging Materials,SKU-PM-1238,2.16,39,83.0,0.55,81,Tier-2,45,16201,263836,High,FSC;ISO9001,2023-12-27,72,Regulatory enforcement pending,SUP-076,Q4-2024,20641,17132,113,44584.56
PO-11115,SUP-071,Ferralux Gulf FZE,EMEA,UAE,Specialty Alloys,SKU-SA-1183,23.29,15,83.6,1.27,83,Tier-2,45,6782,1660989,Low,ISO9001;ISO14001,2024-01-16,58,None,SUP-021,Q4-2023,23857,19944,302,555629.53
PO-11116,SUP-072,Almaral Steel FZC,EMEA,UAE,Specialty Alloys,SKU-SA-1184,13.18,22,78.4,1.53,92,Tier-2,45,11336,871683,Medium,ISO9001,2024-03-19,77,None,SUP-070,Q4-2024,43285,33935,662,570496.3
PO-11117,SUP-073,Dubai Pack FZE,EMEA,UAE,Packaging Materials,SKU-PM-1239,2.88,30,91.0,0.5,91,Tier-2,45,18578,241115,Medium,FSC;ISO9001,2024-03-26,83,Regulatory audit pending,SUP-006,Q2-2024,61872,56303,309,178191.36
PO-11118,SUP-074,Novex Fab Polska,EMEA,Poland,Mechanical Components,SKU-MC-1184,4.03,18,90.4,2.18,71,Tier-2,45,5053,1393679,Medium,ISO9001,2023-05-17,57,None,SUP-080,Q1-2024,5251,4746,114,21161.53
PO-11119,SUP-075,Vistula Pack Sp,EMEA,Poland,Packaging Materials,SKU-PM-1240,2.87,34,65.3,3.08,63,Tier-3,30,11901,40594,Medium,FSC;ISO9001,2023-08-13,39,None,SUP-109,Q4-2024,16232,10599,499,46585.84
PO-11120,SUP-076,BalticPrint OU,EMEA,Estonia,Packaging Materials,SKU-PM-1241,3.12,33,86.0,3.15,88,Tier-2,45,17060,1802236,Low,FSC;ISO9001,2024-08-13,79,None,SUP-069,Q4-2024,33973,29216,1070,105995.76
PO-11121,SUP-077,Kovalev Metalburg,EMEA,Czechia,Mechanical Components,SKU-MC-1185,6.39,22,87.5,2.89,90,Tier-2,45,19259,426313,Medium,ISO9001;IATF16949,2024-08-31,69,Seasonal flood risk,SUP-028,Q1-2024,72093,63081,2083,460674.27
PO-11122,SUP-078,Varna Electronics EAD,EMEA,Bulgaria,Electronic Components,SKU-EC-1159,6.21,35,81.0,2.01,76,Tier-3,30,15752,573552,Medium,ISO9001;RoHS,2023-04-20,31,Tariff adjustment pending,SUP-085,Q1-2024,32636,26435,655,202669.56
PO-11123,SUP-079,Helios Pack Greece,EMEA,Greece,Packaging Materials,SKU-PM-1242,3.26,33,82.2,3.03,75,Tier-3,30,20215,200702,High,ISO9001,2024-08-03,44,Audit overdue; compliance review,SUP-016,Q3-2024,47693,39203,1445,155479.18
PO-11124,SUP-080,Maghreb Castworks,EMEA,Morocco,Mechanical Components,SKU-MC-1186,4.92,22,68.9,1.47,55,Tier-3,30,15287,99667,High,ISO9001,2023-12-08,60,Currency volatility flag,SUP-018,Q4-2024,17292,11914,254,85076.64
PO-11125,SUP-081,Lisbon Polymer Lda,EMEA,Portugal,Raw Materials,SKU-RM-1201,8.5,27,93.9,0.73,74,Tier-2,45,14987,1334012,High,ISO9001;REACH,2023-06-18,79,Political instability flag,SUP-002,Q4-2023,55001,51645,401,467508.5
PO-11126,SUP-082,Veltara Packing Solutions,LATAM,Brazil,Packaging Materials,SKU-PM-1243,2.31,15,83.7,2.07,85,Tier-2,45,4690,272617,High,FSC;ISO9001,2023-06-05,72,Port closure risk,SUP-030,Q2-2023,17692,14808,366,40868.52
PO-11127,SUP-083,Sao Paulo Polymer,LATAM,Brazil,Raw Materials,SKU-RM-1202,15.98,38,94.9,0.41,72,Tier-2,45,14018,1523420,Low,ISO9001,2023-06-19,50,None,SUP-053,Q2-2023,16667,15816,68,266338.66
PO-11128,SUP-084,Recife Textiles SA,LATAM,Brazil,Industrial Textiles,SKU-IT-1154,5.79,13,93.2,1.32,68,Tier-2,45,2006,1822663,Low,OEKO-TEX;ISO9001,2023-10-01,85,None,SUP-074,Q4-2024,2886,2689,38,16709.94
PO-11129,SUP-085,Minas Gerais Alloys,LATAM,Brazil,Specialty Alloys,SKU-SA-1185,22.99,21,88.1,2.12,83,Tier-2,45,6542,236194,High,ISO9001,2024-09-13,52,Currency volatility flag,SUP-052,Q2-2023,22808,20093,483,524355.92
PO-11130,SUP-086,Tecovar Industrial Textiles,LATAM,Mexico,Industrial Textiles,SKU-IT-1155,4.04,34,81.8,1.19,79,Tier-2,45,17488,1799261,Medium,OEKO-TEX;ISO9001,2023-08-29,69,Port congestion risk,SUP-008,Q3-2024,44880,36711,534,181315.2
PO-11131,SUP-087,Guadalajara Mold Co,LATAM,Mexico,Mechanical Components,SKU-MC-1187,2.5,26,91.5,2.77,88,Tier-2,45,6873,1574789,Low,ISO9001;IATF16949,2023-04-21,68,None,SUP-084,Q2-2023,11712,10716,324,29280.0
PO-11132,SUP-088,Monterrey Pack SA,LATAM,Mexico,Packaging Materials,SKU-PM-1244,1.39,22,95.0,0.75,90,Tier-2,45,12484,1314817,Low,FSC;ISO9001,2024-04-29,52,None,SUP-104,Q1-2024,26231,24919,196,36461.09
PO-11133,SUP-089,Yucatan Polymer Mfg,LATAM,Mexico,Raw Materials,SKU-RM-1203,11.94,21,77.7,2.4,62,Tier-3,30,6028,304431,Medium,ISO9001,2024-04-05,42,Tariff adjustment pending,SUP-058,Q3-2024,16631,12922,399,198574.14
PO-11134,SUP-090,Plataforma Metales SA,LATAM,Argentina,Raw Materials,SKU-RM-1204,17.23,29,63.6,2.28,72,Tier-3,30,5243,212154,High,ISO9001,2023-02-13,57,Regulatory enforcement pending,SUP-087,Q2-2024,7670,4878,174,132154.1
PO-11135,SUP-091,Patagonia Alloys SRL,LATAM,Argentina,Specialty Alloys,SKU-SA-1186,10.83,30,83.9,1.99,69,Tier-3,30,10915,478168,High,ISO9001,2024-09-21,61,Audit overdue; compliance review,SUP-067,Q2-2024,37136,31157,739,402182.88
PO-11136,SUP-092,Buenos Aires Pack,LATAM,Argentina,Packaging Materials,SKU-PM-1245,3.13,27,70.1,1.21,65,Tier-3,30,15895,730660,Medium,ISO9001,2024-08-27,62,Port congestion risk,SUP-044,Q3-2024,50546,35432,611,158208.98
PO-11137,SUP-093,Andino Fiber Corp,LATAM,Colombia,Industrial Textiles,SKU-IT-1156,4.17,35,88.4,2.11,80,Tier-2,45,19928,708579,Medium,OEKO-TEX;ISO9001,2024-02-22,50,None,SUP-014,Q2-2024,21102,18654,445,87995.34
PO-11138,SUP-094,Bogota Pack Ltda,LATAM,Colombia,Packaging Materials,SKU-PM-1246,2.51,44,75.9,4.38,52,Tier-3,30,20189,678331,High,FSC;ISO9001,2023-02-09,60,Political instability flag,SUP-036,Q1-2024,39868,30259,1746,100068.68
PO-11139,SUP-095,Cerromax Mineria,LATAM,Peru,Raw Materials,SKU-RM-1205,7.55,18,82.1,3.41,68,Tier-3,30,22391,280355,Medium,ISO9001,2024-03-16,46,Tariff adjustment pending,SUP-010,Q3-2024,22685,18624,773,171271.75
PO-11140,SUP-096,Lima Polymer SA,LATAM,Peru,Raw Materials,SKU-RM-1206,14.0,52,61.3,1.45,75,Tier-3,30,18656,57137,High,ISO9001,2024-08-17,47,Typhoon season disruption,SUP-079,Q1-2023,51203,31387,742,716842.0
PO-11141,SUP-097,Amapola Fibras,LATAM,Chile,Industrial Textiles,SKU-IT-1157,4.07,41,81.6,2.25,76,Tier-2,45,14747,1275987,High,OEKO-TEX;ISO9001,2023-12-03,55,Political instability flag,SUP-099,Q3-2024,19968,16293,449,81269.76
PO-11142,SUP-098,Cobre del Sur SA,LATAM,Chile,Specialty Alloys,SKU-SA-1187,25.54,35,89.0,3.05,67,Tier-2,45,10460,454466,Low,ISO9001,2023-06-17,54,None,SUP-003,Q3-2024,17147,15260,522,437934.38
PO-11143,SUP-099,Santiago Pack Corp,LATAM,Chile,Packaging Materials,SKU-PM-1247,1.13,34,84.1,2.54,76,Tier-2,45,19979,1440127,High,FSC;ISO9001,2023-03-09,67,Export license risk,SUP-093,Q1-2023,35678,30005,906,40316.14
PO-11144,SUP-100,Orinoco Pack SAPI,LATAM,Venezuela,Packaging Materials,SKU-PM-1248,2.25,46,81.0,3.82,58,Tier-3,30,16060,167338,Medium,ISO9001,2024-09-21,41,Seasonal flood risk,SUP-044,Q2-2023,47598,38554,1818,107095.5
PO-11145,SUP-101,Quetzal Textiles,LATAM,Guatemala,Industrial Textiles,SKU-IT-1158,5.77,42,67.5,1.47,75,Tier-3,30,11202,611793,Medium,ISO9001,2023-06-16,35,Seasonal flood risk,SUP-088,Q2-2023,15359,10367,225,88621.43
PO-11146,SUP-102,Crestline Chemical Supply,NA,USA,Raw Materials,SKU-RM-1207,18.05,30,89.7,0.37,97,Tier-1,60,644,218352,Low,ISO9001;ISO14001;OSHA,2023-06-21,76,None,SUP-116,Q3-2024,1078,966,3,19457.9
PO-11147,SUP-103,Fenwick Alloy Solutions,NA,USA,Specialty Alloys,SKU-SA-1188,23.08,22,90.2,1.18,98,Tier-1,60,5782,449345,Medium,ISO9001;NADCAP;AS9100,2023-02-12,93,Tariff adjustment pending,SUP-029,Q2-2024,12306,11100,145,284022.48
PO-11148,SUP-104,Ridgecroft Textiles,NA,USA,Industrial Textiles,SKU-IT-1159,3.76,31,88.4,0.42,98,Tier-1,60,5714,217589,Low,OEKO-TEX;ISO9001;OSHA,2023-05-18,81,None,SUP-099,Q4-2024,8506,7519,35,31982.56
PO-11149,SUP-105,Lakeshore Components,NA,USA,Mechanical Components,SKU-MC-1188,5.21,16,97.7,1.11,97,Tier-1,60,4278,299179,Low,ISO9001;IATF16949;OSHA,2023-11-21,94,None,SUP-005,Q1-2023,14732,14393,163,76753.72
PO-11150,SUP-106,BlueMesa Polymers,NA,USA,Raw Materials,SKU-RM-1208,16.49,14,90.8,1.01,93,Tier-1,60,849,197393,Low,ISO9001;ISO14001;OSHA,2023-10-15,79,None,SUP-024,Q3-2024,1475,1339,14,24322.75
PO-11151,SUP-107,Cascade Pack Corp,NA,USA,Packaging Materials,SKU-PM-1249,1.3,39,91.9,0.8,82,Tier-1,60,2926,427254,Low,FSC;ISO14001;ISO9001,2023-05-21,86,None,SUP-033,Q3-2023,4450,4089,35,5785.0
PO-11152,SUP-108,Appalachian Alloys,NA,USA,Specialty Alloys,SKU-SA-1189,25.48,20,93.8,2.09,70,Tier-2,45,12937,767548,Low,ISO9001;NADCAP,2023-02-20,71,None,SUP-067,Q2-2023,28109,26366,587,716217.32
PO-11153,SUP-109,Gulf Coast Mech,NA,USA,Mechanical Components,SKU-MC-1189,6.99,14,82.7,2.76,84,Tier-2,45,19987,1310815,High,ISO9001;IATF16949,2023-02-11,82,Typhoon season disruption,SUP-006,Q3-2024,69289,57302,1912,484330.11
PO-11154,SUP-110,Texarkana Fiber Inc,NA,USA,Industrial Textiles,SKU-IT-1160,2.5,13,83.3,2.86,69,Tier-2,45,6485,244174,Low,OEKO-TEX;ISO9001,2024-04-25,69,None,SUP-008,Q4-2024,7878,6562,225,19695.0
PO-11155,SUP-111,Ohio Valley Electronics,NA,USA,Electronic Components,SKU-EC-1160,5.01,42,91.8,1.54,70,Tier-2,45,10112,271985,Low,ISO9001;RoHS,2023-01-18,64,None,SUP-085,Q2-2023,30783,28258,474,154222.83
PO-11156,SUP-112,Maplewood Polymer Corp,NA,Canada,Raw Materials,SKU-RM-1209,6.2,40,93.4,1.34,84,Tier-1,60,2354,253862,Medium,ISO9001;ISO14001;REACH,2024-07-14,75,Port congestion risk,SUP-070,Q4-2023,6389,5967,85,39611.8
PO-11157,SUP-113,Pinnacle Resin Co,NA,Canada,Raw Materials,SKU-RM-1210,8.94,28,82.0,1.6,86,Tier-2,45,11591,821982,Low,ISO9001;REACH,2023-09-13,72,None,SUP-072,Q1-2024,29243,23979,467,261432.42
PO-11158,SUP-114,Rockies Pack Inc,NA,Canada,Packaging Materials,SKU-PM-1250,3.1,31,88.5,2.89,89,Tier-2,45,18307,103046,Low,FSC;ISO9001,2023-05-12,74,None,SUP-094,Q1-2024,63612,56296,1838,197197.2
PO-11159,SUP-115,Caribou Alloy Works,NA,Canada,Specialty Alloys,SKU-SA-1190,15.01,19,87.8,2.68,85,Tier-2,45,6340,1591218,High,ISO9001;NADCAP,2023-05-17,55,Labour strike risk,SUP-093,Q2-2023,19274,16922,516,289302.74
PO-11160,SUP-116,Prairie Mech Corp,NA,Canada,Mechanical Components,SKU-MC-1190,5.75,18,94.4,1.17,70,Tier-2,45,5629,1840574,Low,ISO9001;IATF16949,2023-05-31,84,None,SUP-027,Q4-2024,10360,9779,121,59570.0
PO-11161,SUP-001,Orrentek Precision Mfg,APAC,China,Electronic Components,SKU-EC-1161,7.55,32,96.3,1.44,91,Tier-1,60,5802,312035,High,ISO9001;ISO14001;RoHS,2024-02-03,80,Political instability flag,SUP-111,Q3-2023,12577,12111,181,94956.35
PO-11162,SUP-002,Zhenlong ElectroCo,APAC,China,Electronic Components,SKU-EC-1162,3.23,42,84.0,2.84,88,Tier-2,45,10975,1017400,Medium,ISO9001;RoHS,2024-04-14,63,Tariff adjustment pending,SUP-023,Q1-2023,14880,12499,422,48062.4
PO-11163,SUP-003,Wanlong Composites Ltd,APAC,China,Raw Materials,SKU-RM-1211,15.32,20,86.9,0.97,70,Tier-2,45,7801,993706,Low,ISO9001,2023-11-07,66,None,SUP-012,Q4-2024,19199,16683,186,294128.68
PO-11164,SUP-004,Yangtze Fiber Materials,APAC,China,Industrial Textiles,SKU-IT-1161,2.21,42,89.0,1.66,89,Tier-2,45,14799,665475,High,OEKO-TEX;ISO9001,2024-05-12,65,Currency volatility flag,SUP-007,Q4-2023,57084,50804,947,126155.64
PO-11165,SUP-005,Huabei Circuit Systems,APAC,China,Electronic Components,SKU-EC-1163,8.0,17,92.4,1.78,97,Tier-1,60,1299,180339,Medium,ISO9001;AEC-Q100;RoHS,2024-06-12,86,Geopolitical tension flag,SUP-018,Q1-2024,4829,4461,85,38632.0
PO-11166,SUP-006,Dongfeng Castings Co,APAC,China,Mechanical Components,SKU-MC-1191,6.48,40,91.6,2.49,67,Tier-2,45,5510,605887,Medium,ISO9001;IATF16949,2024-06-25,52,None,SUP-103,Q3-2023,21796,19965,542,141238.08
PO-11167,SUP-007,Longhua Polymer Works,APAC,China,Raw Materials,SKU-RM-1212,7.37,39,60.1,4.36,60,Tier-3,30,5047,544385,Medium,ISO9001,2023-10-06,65,Port congestion risk,SUP-100,Q3-2024,9162,5506,399,67523.94
PO-11168,SUP-008,Shengda Pack Industries,APAC,China,Packaging Materials,SKU-PM-1251,1.77,23,88.0,2.16,88,Tier-2,45,5148,896753,Medium,FSC;ISO9001,2023-12-11,86,None,SUP-050,Q1-2023,19202,16897,414,33987.54
PO-11169,SUP-009,Tianhe Alloy Group,APAC,China,Specialty Alloys,SKU-SA-1191,13.86,25,84.1,2.52,84,Tier-2,45,2538,1546467,Medium,ISO9001,2023-02-14,69,None,SUP-039,Q3-2024,9636,8103,242,133554.96
PO-11170,SUP-010,Bohai Electronics,APAC,China,Electronic Components,SKU-EC-1164,7.31,46,65.5,2.56,73,Tier-3,30,9447,271454,Medium,ISO9001;RoHS,2024-08-24,34,None,SUP-015,Q1-2024,9830,6438,251,71857.3
PO-11171,SUP-011,Dravex Components India,APAC,India,Mechanical Components,SKU-MC-1192,4.73,23,71.0,4.47,70,Tier-3,30,16167,288207,High,ISO9001,2024-05-02,58,Typhoon season disruption,SUP-113,Q4-2023,19061,13533,852,90158.53
PO-11172,SUP-012,Bharat Precision Works,APAC,India,Mechanical Components,SKU-MC-1193,4.09,27,89.7,1.92,88,Tier-2,45,9089,1768750,High,ISO9001;IATF16949,2023-10-12,48,Export license risk,SUP-077,Q4-2023,27952,25072,536,114323.68
PO-11173,SUP-013,IndoTech Fab Ltd,APAC,India,Electronic Components,SKU-EC-1165,4.32,17,78.0,2.35,78,Tier-2,45,2881,1649587,Medium,ISO9001;RoHS,2023-06-26,76,None,SUP-099,Q1-2024,6035,4707,141,26071.2
PO-11174,SUP-014,Deccan Polymer Mfg,APAC,India,Raw Materials,SKU-RM-1213,8.3,31,82.2,1.97,51,Tier-3,30,11476,179070,Medium,ISO9001,2023-05-01,41,Tariff adjustment pending,SUP-043,Q3-2023,13539,11129,266,112373.7
PO-11175,SUP-015,Narmada Pack Solutions,APAC,India,Packaging Materials,SKU-PM-1252,1.09,25,90.3,2.43,78,Tier-2,45,7043,1542666,High,FSC;ISO9001,2024-01-19,67,Regulatory enforcement pending,SUP-064,Q1-2023,12658,11430,307,13797.22
PO-11176,SUP-016,Konkan Textile Mills,APAC,India,Industrial Textiles,SKU-IT-1162,2.1,17,78.6,0.89,80,Tier-2,45,8939,253538,Low,OEKO-TEX;ISO9001,2024-06-16,54,None,SUP-106,Q3-2023,17659,13879,157,37083.9
PO-11177,SUP-017,Sahyadri Alloy Tech,APAC,India,Specialty Alloys,SKU-SA-1192,22.01,28,79.3,4.12,66,Tier-3,30,24473,598731,High,ISO9001,2023-10-13,51,Regulatory enforcement pending,SUP-072,Q3-2023,82809,65667,3411,1822626.09
PO-11178,SUP-018,Deltaforge Vietnam,APAC,Vietnam,Mechanical Components,SKU-MC-1194,4.01,36,68.5,3.2,73,Tier-3,30,17305,601457,Medium,ISO9001,2023-08-24,31,Seasonal flood risk,SUP-033,Q3-2023,20830,14268,666,83528.3
PO-11179,SUP-019,Saigon Precision Works,APAC,Vietnam,Electronic Components,SKU-EC-1166,6.79,41,90.5,1.89,70,Tier-2,45,6430,210796,Medium,ISO9001;RoHS,2023-02-21,83,None,SUP-006,Q3-2023,14310,12950,270,97164.9
PO-11180,SUP-020,MeKong Pack Co,APAC,Vietnam,Packaging Materials,SKU-PM-1253,1.96,23,73.7,3.2,52,Tier-3,30,16112,590581,High,FSC;ISO9001,2023-02-15,45,Audit overdue; compliance review,SUP-091,Q3-2023,27797,20486,889,54482.12
PO-11181,SUP-021,HanoiTex Industries,APAC,Vietnam,Industrial Textiles,SKU-IT-1163,2.34,19,85.3,2.78,73,Tier-2,45,4928,1186230,High,OEKO-TEX;ISO9001,2023-11-26,56,Port closure risk,SUP-114,Q2-2023,17015,14513,473,39815.1
PO-11182,SUP-022,DaNang Metal Works,APAC,Vietnam,Mechanical Components,SKU-MC-1195,6.58,18,72.4,3.45,60,Tier-3,30,5895,737179,Low,ISO9001,2023-06-18,31,None,SUP-026,Q2-2023,16462,11918,567,108319.96
PO-11183,SUP-023,Hanguk Circuit Works,APAC,South Korea,Electronic Components,SKU-EC-1167,4.53,20,96.7,1.47,98,Tier-1,60,4338,462247,Low,ISO9001;AEC-Q100,2024-09-11,72,None,SUP-106,Q2-2024,5275,5100,77,23895.75
PO-11184,SUP-024,Seoultech Micro,APAC,South Korea,Electronic Components,SKU-EC-1168,4.96,15,78.4,0.82,78,Tier-2,45,18515,1453936,Medium,ISO9001;RoHS,2024-08-13,68,None,SUP-035,Q3-2023,57859,45361,474,286980.64
PO-11185,SUP-025,Koryo Alloy Systems,APAC,South Korea,Specialty Alloys,SKU-SA-1193,20.04,19,94.2,0.59,96,Tier-1,60,2767,302886,Low,ISO9001;NADCAP,2024-04-23,94,None,SUP-086,Q1-2023,9888,9314,58,198155.52
